"POLE","l8_4_evi_mean","l8_4_mndwi_cv","l8_4_mndwi_mean","l8_4_msavi_cv","l8_4_ndvi_cv","l8_4_ndvi_mean","l8_4_raw_cv_B1","l8_4_raw_cv_B3","l8_4_raw_cv_B5","l8_4_raw_cv_B7","l8_4_raw_mean_B1","l8_4_raw_mean_B5","l8_4_raw_mean_B6","l8_5_evi_cv","l8_5_evi_mean","l8_5_mndwi_cv","l8_5_mndwi_mean","l8_5_ndvi_cv","l8_5_ndvi_mean","l8_5_raw_cv_B1","l8_5_raw_cv_B3","l8_5_raw_cv_B4","l8_5_raw_cv_B5","l8_5_raw_cv_B6","l8_5_raw_cv_B7","l8_5_raw_mean_B1","l8_5_raw_mean_B4","l8_5_raw_mean_B5","l8_5_raw_mean_B6","l8_6_evi_cv","l8_6_mndwi_mean","l8_6_msavi_mean","l8_6_ndvi_cv","l8_6_ndvi_mean","l8_6_raw_cv_B1","l8_6_raw_cv_B3","l8_6_raw_cv_B4","l8_6_raw_cv_B5","l8_6_raw_cv_B6","l8_6_raw_cv_B7","l8_6_raw_mean_B1","l8_6_raw_mean_B3","l8_6_raw_mean_B5","l8_6_raw_mean_B7","wc_cv_bio04","wc_cv_bio06","wc_cv_bio11","wc_cv_bio13","wc_cv_bio14","wc_cv_bio15","wc_mean_bio02","wc_mean_bio04","wc_mean_bio06","wc_mean_bio08","wc_mean_bio13","wc_mean_bio14","wc_mean_bio15","Ardea_alba","Locustella_luscinioides","Luscinia_svecica","Pernis_apivorus","Podiceps_cristatus","Sylvia_nisoria","Corvus_frugilegus","Dendrocopos_syriacus","Falco_subbuteo","Larus_cachinnans","Accipiter_gentilis","Grus_grus","Lanius_excubitor","Acrocephalus_arundinaceus","Alcedo_atthis","Aythya_ferina","Oenanthe_oenanthe","Riparia_riparia","Gallinula_chloropus","Perdix_perdix","Circus_pygargus","Mareca_strepera","Upupa_epops","Charadrius_dubius","Saxicola_rubicola","Tachybaptus_ruficollis","Acrocephalus_schoenobaenus","Ciconia_nigra","Motacilla_flava","Aythya_fuligula","Corvus_monedula","Miliaria_calandra","Ciconia_ciconia","Fulica_atra","Anser_anser","Anthus_pratensis","Certhia_brachydactyla","Emberiza_schoeniclus","Locustella_fluviatilis","Dendrocoptes_medius","Dryobates_minor","Lullula_arborea","Milvus_milvus","Acrocephalus_scirpaceus","Coturnix_coturnix","Locustella_naevia","Poecile_montanus","Cygnus_olor","Saxicola_rubetra","Pyrrhula_pyrrhula","Chroicocephalus_ridibundus","Ficedula_hypoleuca","Picus_canus","Vanellus_vanellus","Accipiter_nisus","Luscinia_megarhynchos","Ficedula_albicollis","Lophophanes_cristatus","Loxia_curvirostra","Motacilla_cinerea","Spinus_spinus","Acrocephalus_palustris","Circus_aeruginosus","Aegithalos_caudatus","Jynx_torquilla","Hippolais_icterina","Columba_oenas","Poecile_palustris","Columba_livia","Turdus_pilaris","Anthus_trivialis","Streptopelia_turtur","Certhia_familiaris","Regulus_regulus","Muscicapa_striata","Phylloscopus_sibilatrix","Regulus_ignicapilla","Oriolus_oriolus","Linaria_cannabina","Corvus_corone","Sylvia_borin","Pica_pica","Apus_apus","Ardea_cinerea","Periparus_ater","Phasianus_colchicus","Prunella_modularis","Serinus_serinus","Passer_domesticus","Corvus_corax","Delichon_urbicum","Dryocopus_martius","Lanius_collurio","Turdus_viscivorus","Anas_platyrhynchos","Falco_tinnunculus","Passer_montanus","Phoenicurus_phoenicurus","Coccothraustes_coccothraustes","Sylvia_curruca","Chloris_chloris","Streptopelia_decaocto","Troglodytes_troglodytes","Cuculus_canorus","Sylvia_communis","Phoenicurus_ochruros","Phylloscopus_trochilus","Alauda_arvensis","Picus_viridis","Motacilla_alba","Carduelis_carduelis","Hirundo_rustica","Sitta_europaea","Buteo_buteo","Erithacus_rubecula","Emberiza_citrinella","Parus_caeruleus","Sturnus_vulgaris","x","y"
"5949cd",0.291074395179749,-0.091743066906929,-0.525443494319916,0.244780972599983,0.107507087290287,0.58780312538147,0.301332324743271,0.24565464258194,0.272522687911987,0.318332612514496,0.0259918998926878,0.200215995311737,0.172922894358635,0.188315689563751,0.595488905906677,-0.101503856480122,-0.527396678924561,0.0695758387446404,0.861311912536621,0.244808256626129,0.210671827197075,0.444727092981339,0.212482377886772,0.265047192573547,0.360863775014877,0.0218423996120691,0.0251596998423338,0.345695495605469,0.151411905884743,0.187464416027069,-0.566513180732727,0.533095419406891,0.0838953331112862,0.853554010391235,0.261582940816879,0.241065576672554,0.500218272209167,0.196101903915405,0.269004821777344,0.401732474565506,0.023318799212575,0.042722400277853,0.330037593841553,0.0678794980049133,0.00722662312909961,-0.0601020306348801,-0.197931692004204,0.0326580740511417,0.0724529698491096,0.0416368283331394,84,6999,-54,161,78,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,13.8958333407561,50.012500824146
"5951bb",0.220668703317642,-0.27826002240181,-0.419888198375702,0.582224071025848,0.37317755818367,0.419788092374802,0.382073491811752,0.306829780340195,0.327655494213104,0.307009130716324,0.0439404994249344,0.197305098176003,0.185548394918442,0.470831155776978,0.396488189697266,-0.288335859775543,-0.441619694232941,0.35167783498764,0.621561527252197,0.512356519699097,0.359636753797531,0.543796300888062,0.298867672681808,0.236225739121437,0.378660827875137,0.0381053015589714,0.0654643997550011,0.283197909593582,0.173744395375252,0.400581300258636,-0.425827503204346,0.392744094133377,0.323107928037643,0.652506113052368,0.606906950473785,0.400278687477112,0.55542927980423,0.257617264986038,0.243644893169403,0.389433920383453,0.0342120006680489,0.0683204010128975,0.302742898464203,0.107281096279621,0.00228409911505878,-0.0322080217301846,-0.126026630401611,0.00469039147719741,0,0.0102421240881085,89,7047,-48,171,72,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,14.3125000111733,50.0875008232875
"5951da",0.267535209655762,-0.176852941513062,-0.441317498683929,0.647439897060394,0.388791650533676,0.464678704738617,0.424149870872498,0.250282913446426,0.322226285934448,0.328805148601532,0.0401021018624306,0.243166700005531,0.205042004585266,0.346241056919098,0.509774923324585,-0.199596375226974,-0.425696104764938,0.260619580745697,0.722410380840302,0.701280653476715,0.366382777690887,0.619940280914307,0.252994865179062,0.273545533418655,0.556267440319061,0.0283132009208202,0.0576462000608444,0.345667511224747,0.169769898056984,0.287726670503616,-0.425928890705109,0.478599697351456,0.236708804965019,0.730666100978851,0.884604215621948,0.382551282644272,0.63550728559494,0.178113207221031,0.279547691345215,0.545731902122498,0.0223951004445553,0.0653813034296036,0.341861814260483,0.083816796541214,0.00154966115951538,-0.0263532046228647,-0.107589215040207,0.0066261081956327,0.0175273865461349,0.00991979334503412,89,7031,-50,168,74,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.2708333428916,50.0375008268488
"5952aa",0.228490099310875,-0.238783046603203,-0.402433514595032,0.460867911577225,0.306372314691544,0.439363807439804,0.310098856687546,0.250426590442657,0.277322858572006,0.21945808827877,0.042451299726963,0.198251605033875,0.172807306051254,0.466572433710098,0.349492996931076,-0.258946359157562,-0.417882710695267,0.345471531152725,0.566176891326904,0.396684259176254,0.295487701892853,0.445360630750656,0.27382355928421,0.226453348994255,0.331200212240219,0.0395626984536648,0.0713459998369217,0.262721002101898,0.173807099461555,0.434470027685165,-0.42579910159111,0.326492190361023,0.328262567520142,0.582002699375153,0.426738798618317,0.311448216438293,0.448937952518463,0.250718474388123,0.201951771974564,0.316428959369659,0.0386173017323017,0.07326740026474,0.271442294120789,0.115197099745274,0.00265356409363449,-0.0359706021845341,-0.185169771313667,0.00974895246326923,0.0220884941518307,0.00536758918315172,89,7008,-46,170,73,20,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,14.3541666793715,50.0875008219429
"5952ab",0.177777305245399,-0.470694780349731,-0.378891587257385,0.740694403648376,0.56196802854538,0.339796185493469,0.337521821260452,0.279713004827499,0.379661351442337,0.375146061182022,0.0478611998260021,0.181591302156448,0.172852993011475,0.660353541374207,0.279238313436508,-0.494008153676987,-0.410174012184143,0.524973928928375,0.464552611112595,0.416245549917221,0.324753403663635,0.476751118898392,0.371481746435165,0.325156003236771,0.463561981916428,0.043970201164484,0.0790748000144958,0.240367397665977,0.18063759803772,0.627520978450775,-0.410238891839981,0.255863308906555,0.520357191562653,0.480242401361465,0.436669439077377,0.330223500728607,0.473175257444382,0.348702102899551,0.314667761325836,0.464628428220749,0.0439684987068176,0.0771426036953926,0.251933097839355,0.120090797543526,0.00238825543783605,-0.0557491183280945,-0.814349591732025,0.0141686676070094,0.0176516678184271,0.0106138493865728,90,7005,-41,177,71,19,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,14.395833342752,50.0875008237162
"5952ad",0.185646295547485,-0.546251654624939,-0.363261491060257,0.623715817928314,0.541604697704315,0.347447514533997,0.374762952327728,0.30124643445015,0.340296626091003,0.340536862611771,0.0478289015591145,0.185472592711449,0.169915899634361,0.659163296222687,0.302623808383942,-0.54296863079071,-0.394485414028168,0.517474293708801,0.504046082496643,0.425944298505783,0.327832162380219,0.485367447137833,0.392944931983948,0.296093493700027,0.381782382726669,0.0415281988680363,0.0731929987668991,0.244094505906105,0.174795806407928,0.626722812652588,-0.394565105438232,0.271387696266174,0.516015946865082,0.511602222919464,0.444895297288895,0.340092986822128,0.475161403417587,0.369551151990891,0.298971921205521,0.397636145353317,0.041551798582077,0.0736821964383125,0.250916004180908,0.115227699279785,0.00320533849298954,-0.0484347492456436,-1.04540014266968,0.0139013761654496,0.0210183784365654,0.00999684259295464,90,7008,-40,177,72,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,14.395833344447,50.0625008261597
"5952ca",0.240241497755051,-0.201561287045479,-0.449285209178925,0.429659307003021,0.278667420148849,0.472638309001923,0.343942821025848,0.288954526185989,0.26726707816124,0.246534615755081,0.0419907011091709,0.208026006817818,0.192402899265289,0.359018355607986,0.459082096815109,-0.198394551873207,-0.457019090652466,0.272164940834045,0.69110518693924,0.486137866973877,0.345425218343735,0.581113755702972,0.233393624424934,0.215843439102173,0.356748849153519,0.0341721996665001,0.0576165989041328,0.306594491004944,0.180708304047585,0.316875845193863,-0.472629606723785,0.439564496278763,0.258456200361252,0.706874489784241,0.539917647838593,0.392408102750778,0.625846564769745,0.192619740962982,0.213584989309311,0.373822927474976,0.0321775004267693,0.0634308978915215,0.315328001976013,0.0986229032278061,0.00160884903743863,-0.0251715872436762,-0.184591636061668,0.0084690572693944,0.0124721899628639,0.00542269134894013,90,7006,-44,173,73,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,14.3541666738741,50.0375008264858
"5952dc",0.236287906765938,-0.228907242417336,-0.408137798309326,0.350359678268433,0.247070923447609,0.451182186603546,0.300115138292313,0.267556250095367,0.223736166954041,0.1990667283535,0.045423898845911,0.20019069314003,0.180638298392296,0.40485480427742,0.372921109199524,-0.208088144659996,-0.435627400875092,0.328964799642563,0.579949915409088,0.4302659034729,0.332125097513199,0.473627418279648,0.224129810929298,0.202254801988602,0.308966010808945,0.040046401321888,0.0712710022926331,0.272531807422638,0.180726006627083,0.404040396213531,-0.43933829665184,0.337959110736847,0.322659581899643,0.591751515865326,0.452168077230453,0.365013033151627,0.493874788284302,0.217181950807571,0.189468622207642,0.313972234725952,0.0400516986846924,0.0713191032409668,0.278322398662567,0.112319797277451,0.00363914738409221,-0.0142526999115944,-0.699205875396729,0.00931327790021896,0.0199999995529652,0.010649953968823,90,6961,-38,177,73,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,14.4375000077622,50.012500829181
"5953ac",0.201094597578049,-0.293423712253571,-0.349834710359573,0.499045670032501,0.399480760097504,0.361074209213257,0.416537046432495,0.344034641981125,0.225770130753517,0.214981719851494,0.0536794997751713,0.200120806694031,0.180635198950768,0.579579710960388,0.287142902612686,-0.284787386655807,-0.380859196186066,0.456609845161438,0.474563807249069,0.552146255970001,0.433362454175949,0.538552939891815,0.275363653898239,0.214879021048546,0.325387060642242,0.0478491000831127,0.081104002892971,0.245123505592346,0.178742900490761,0.566810369491577,-0.373277187347412,0.255672693252563,0.448001950979233,0.48621928691864,0.605183839797974,0.43588325381279,0.544859290122986,0.270052701234818,0.200039833784103,0.32978093624115,0.0458962991833687,0.0810154974460602,0.250970989465714,0.11817330121994,0.00218044873327017,-0.0156466476619244,-0.596401870250702,0.00647792872041464,0.0126892095431685,0.00965683721005917,90,6969,-38,178,73,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,14.5208333491737,50.062500827288
"5954aa",0.263665586709976,-0.0955474972724915,-0.509942173957825,0.175622045993805,0.156873181462288,0.560575127601624,0.304852902889252,0.225268229842186,0.150415197014809,0.319306641817093,0.0290609002113342,0.180683195590973,0.157229200005531,0.233708664774895,0.466849207878113,-0.0850510448217392,-0.498982697725296,0.125097259879112,0.814543783664703,0.374590247869492,0.286048859357834,0.649918258190155,0.214094638824463,0.245685592293739,0.474252492189407,0.0197679996490479,0.0258710999041796,0.274307191371918,0.127949297428131,0.208843201398849,-0.521683573722839,0.451147586107254,0.116111107170582,0.826224982738495,0.355708301067352,0.312395006418228,0.653505206108093,0.187490984797478,0.213506206870079,0.427760273218155,0.0209922008216381,0.0388140007853508,0.282185286283493,0.0551774017512798,0.00150122481863946,-0.0164614263921976,-0.167544931173325,0.000629385118372738,0,0.00975797511637211,89,6974,-41,176,74,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,14.6875000127454,50.0875008238665
"5963bb",0.3027223944664,-0.166122898459435,-0.480628490447998,0.437004327774048,0.255261600017548,0.613094210624695,0.552384614944458,0.484010517597198,0.34404394030571,0.520498037338257,0.0344098992645741,0.239276707172394,0.190372407436371,0.236688852310181,0.560597598552704,-0.15455886721611,-0.47247239947319,0.140603974461555,0.810654878616333,0.401138037443161,0.306453347206116,0.616108953952789,0.219074666500092,0.287772506475449,0.477936834096909,0.0295244995504618,0.0376151017844677,0.357413291931152,0.168952196836472,0.235027968883514,-0.496043086051941,0.49787649512291,0.145070105791092,0.808954417705536,0.398841500282288,0.313854932785034,0.601016461849213,0.22265499830246,0.343413323163986,0.533048570156097,0.0261026006191969,0.0571384988725185,0.341675698757172,0.0762332007288933,0.00692498264834285,-0.0313312746584415,-0.112764000892639,0.0156973972916603,0.0425304807722569,0.0134586263448,86,7018,-58,162,86,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.3125000205684,50.0875008341296
"5963db",0.333910197019577,-0.126874104142189,-0.455190598964691,0.416161835193634,0.238240048289299,0.677604377269745,0.681116998195648,0.554917812347412,0.328342467546463,0.681296408176422,0.0329518988728523,0.282161504030228,0.196370303630829,0.316786587238312,0.513722479343414,-0.162220612168312,-0.435517400503159,0.206634491682053,0.806617975234985,0.756675183773041,0.543917596340179,1.15681993961334,0.29156506061554,0.453862071037292,0.859868109226227,0.0261078998446465,0.0366617999970913,0.33789199590683,0.157346695661545,0.205963805317879,-0.462920695543289,0.490080595016479,0.133233293890953,0.802842080593109,0.620495021343231,0.433448284864426,0.758377730846405,0.228678062558174,0.423326700925827,0.657065570354462,0.0236905999481678,0.0610464997589588,0.356421589851379,0.0771439000964165,0.0038050904404372,-0.0171372387558222,-0.052067544311285,0.00908224750310183,0.0265945848077536,0.013807182200253,84,6945,-61,157,88,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,16.3125000237838,50.0375008351531
"6042ba",0.322235912084579,-0.0905476287007332,-0.529293775558472,0.284559816122055,0.184484422206879,0.607419312000275,0.391877055168152,0.342772752046585,0.304150193929672,0.382950961589813,0.0345417000353336,0.268692910671234,0.247120499610901,0.237222820520401,0.560645878314972,-0.084078460931778,-0.483397305011749,0.0602411031723022,0.793833374977112,0.37543711066246,0.261792063713074,0.327969968318939,0.274111568927765,0.302532911300659,0.330056577920914,0.0236788000911474,0.0422496013343334,0.368096113204956,0.186504006385803,0.218954771757126,-0.506839990615845,0.595736801624298,0.0555930323898792,0.841823101043701,0.386859595775604,0.287921220064163,0.401791453361511,0.258133113384247,0.33654722571373,0.38816836476326,0.0188107006251812,0.0549243986606598,0.400424808263779,0.0747387036681175,0.00301070814020932,-0.00788956042379141,-0.0216912496834993,0.00914787780493498,0.0246455278247595,0.027920488268137,77,6697,-63,142,93,44,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,12.770833331086,49.9875008221956
"6051bd",0.291144788265228,-0.179876506328583,-0.488432914018631,0.350963175296783,0.198087155818939,0.543097317218781,0.281227171421051,0.242996081709862,0.276269882917404,0.29877907037735,0.0376219004392624,0.219673603773117,0.192387700080872,0.262921392917633,0.53708827495575,-0.187853261828423,-0.503807604312897,0.18560566008091,0.793014585971832,0.42804628610611,0.318563669919968,0.691147208213806,0.210097551345825,0.247735545039177,0.438118159770966,0.0268498994410038,0.0380547009408474,0.334077209234238,0.172944903373718,0.239409357309341,-0.511759996414185,0.501972794532776,0.173277735710144,0.785109519958496,0.346366822719574,0.313246339559555,0.601102590560913,0.179878905415535,0.219032853841782,0.392581641674042,0.0288053005933762,0.0551850013434887,0.337872296571732,0.0830212011933327,0.00253582932054996,-0.0770650804042816,-0.565143942832947,0.0193581879138947,0.0325827375054359,0.0155969150364399,91,7032,-44,175,73,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14.3125000129127,49.9625008276973
"6051cb",0.310437500476837,-0.123344138264656,-0.489268511533737,0.491960793733597,0.267397999763489,0.537208616733551,0.313095778226852,0.285097599029541,0.300659954547882,0.321778863668442,0.0397907011210918,0.266568601131439,0.217828303575516,0.234819605946541,0.587752878665924,-0.209060698747635,-0.50196760892868,0.193787604570389,0.802611172199249,0.395712941884995,0.415111273527145,0.882602274417877,0.152957960963249,0.252278357744217,0.552588939666748,0.0261484999209642,0.0414547994732857,0.381874203681946,0.172810703516006,0.199683845043182,-0.516688406467438,0.521434903144836,0.140386030077934,0.775595724582672,0.204324319958687,0.209128633141518,0.459259033203125,0.131691157817841,0.181135252118111,0.339728027582169,0.0280876997858286,0.0627432018518448,0.356421798467636,0.0873745977878571,0.00261094071902335,-0.0494238808751106,-0.237234622240067,0.0143998609855771,0.0349882878363132,0.0167004317045212,90,7037,-48,171,75,22,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.2291666740546,49.9375008299373
"6052db",0.353585809469223,-0.19229944050312,-0.433443814516068,0.470233976840973,0.340322613716125,0.558723390102386,0.407009929418564,0.286116033792496,0.255354583263397,0.435568600893021,0.0385766997933388,0.293898403644562,0.211888194084167,0.325361788272858,0.587945520877838,-0.290639400482178,-0.46527761220932,0.252300918102264,0.792720079421997,0.613515555858612,0.564092397689819,1.05268454551697,0.217186778783798,0.327704697847366,0.708066284656525,0.0268504992127419,0.0463874004781246,0.408376604318619,0.173623695969582,0.246759921312332,-0.441334307193756,0.498112708330154,0.165647149085999,0.730820298194885,0.357188671827316,0.208104833960533,0.384559065103531,0.184032753109932,0.204827070236206,0.351098120212555,0.0258824005723,0.0678682029247284,0.365040987730026,0.0927641019225121,0.00323032308369875,-0.0208021961152554,-0.149096831679344,0.00615142192691565,0.0115064997226,0.014103502035141,90,6908,-43,172,77,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,14.4791666751907,49.937500831836
"6053bd",0.36135721206665,-0.176538869738579,-0.426019489765167,0.448388397693634,0.309586554765701,0.572281002998352,0.508918881416321,0.350642710924149,0.25048241019249,0.416486918926239,0.0395453982055187,0.296015202999115,0.198195904493332,0.308548331260681,0.537187814712524,-0.197382494807243,-0.451155513525009,0.263612121343613,0.743947982788086,0.805702388286591,0.507557928562164,0.85207998752594,0.194996878504753,0.340998888015747,0.632823050022125,0.0278305001556873,0.0536202006042004,0.353503614664078,0.16608090698719,0.22998458147049,-0.427682399749756,0.533388793468475,0.19510854780674,0.767768502235413,0.742812693119049,0.366552323102951,0.669290244579315,0.151586070656776,0.296103417873383,0.516215085983276,0.0278267990797758,0.0673469975590706,0.377970099449158,0.0838724002242088,0.00163350871298462,-0.0218506194651127,-0.151202648878098,0.0104784294962883,0.0215366557240486,0.0111700315028429,88,6910,-45,169,78,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14.6458333434378,49.9625008314572
