"POLE","l8_4_evi_mean","l8_4_mndwi_cv","l8_4_mndwi_mean","l8_4_msavi_cv","l8_4_ndvi_cv","l8_4_ndvi_mean","l8_4_raw_cv_B1","l8_4_raw_cv_B3","l8_4_raw_cv_B5","l8_4_raw_cv_B7","l8_4_raw_mean_B1","l8_4_raw_mean_B5","l8_4_raw_mean_B6","l8_5_evi_cv","l8_5_evi_mean","l8_5_mndwi_cv","l8_5_mndwi_mean","l8_5_ndvi_cv","l8_5_ndvi_mean","l8_5_raw_cv_B1","l8_5_raw_cv_B3","l8_5_raw_cv_B4","l8_5_raw_cv_B5","l8_5_raw_cv_B6","l8_5_raw_cv_B7","l8_5_raw_mean_B1","l8_5_raw_mean_B4","l8_5_raw_mean_B5","l8_5_raw_mean_B6","l8_6_evi_cv","l8_6_mndwi_mean","l8_6_msavi_mean","l8_6_ndvi_cv","l8_6_ndvi_mean","l8_6_raw_cv_B1","l8_6_raw_cv_B3","l8_6_raw_cv_B4","l8_6_raw_cv_B5","l8_6_raw_cv_B6","l8_6_raw_cv_B7","l8_6_raw_mean_B1","l8_6_raw_mean_B3","l8_6_raw_mean_B5","l8_6_raw_mean_B7","wc_cv_bio04","wc_cv_bio06","wc_cv_bio11","wc_cv_bio13","wc_cv_bio14","wc_cv_bio15","wc_mean_bio02","wc_mean_bio04","wc_mean_bio06","wc_mean_bio08","wc_mean_bio13","wc_mean_bio14","wc_mean_bio15","Ardea_alba","Locustella_luscinioides","Luscinia_svecica","Pernis_apivorus","Podiceps_cristatus","Sylvia_nisoria","Corvus_frugilegus","Dendrocopos_syriacus","Falco_subbuteo","Larus_cachinnans","Accipiter_gentilis","Grus_grus","Lanius_excubitor","Acrocephalus_arundinaceus","Alcedo_atthis","Aythya_ferina","Oenanthe_oenanthe","Riparia_riparia","Gallinula_chloropus","Perdix_perdix","Circus_pygargus","Mareca_strepera","Upupa_epops","Charadrius_dubius","Saxicola_rubicola","Tachybaptus_ruficollis","Acrocephalus_schoenobaenus","Ciconia_nigra","Motacilla_flava","Aythya_fuligula","Corvus_monedula","Miliaria_calandra","Ciconia_ciconia","Fulica_atra","Anser_anser","Anthus_pratensis","Certhia_brachydactyla","Emberiza_schoeniclus","Locustella_fluviatilis","Dendrocoptes_medius","Dryobates_minor","Lullula_arborea","Milvus_milvus","Acrocephalus_scirpaceus","Coturnix_coturnix","Locustella_naevia","Poecile_montanus","Cygnus_olor","Saxicola_rubetra","Pyrrhula_pyrrhula","Chroicocephalus_ridibundus","Ficedula_hypoleuca","Picus_canus","Vanellus_vanellus","Accipiter_nisus","Luscinia_megarhynchos","Ficedula_albicollis","Lophophanes_cristatus","Loxia_curvirostra","Motacilla_cinerea","Spinus_spinus","Acrocephalus_palustris","Circus_aeruginosus","Aegithalos_caudatus","Jynx_torquilla","Hippolais_icterina","Columba_oenas","Poecile_palustris","Columba_livia","Turdus_pilaris","Anthus_trivialis","Streptopelia_turtur","Certhia_familiaris","Regulus_regulus","Muscicapa_striata","Phylloscopus_sibilatrix","Regulus_ignicapilla","Oriolus_oriolus","Linaria_cannabina","Corvus_corone","Sylvia_borin","Pica_pica","Apus_apus","Ardea_cinerea","Periparus_ater","Phasianus_colchicus","Prunella_modularis","Serinus_serinus","Passer_domesticus","Corvus_corax","Delichon_urbicum","Dryocopus_martius","Lanius_collurio","Turdus_viscivorus","Anas_platyrhynchos","Falco_tinnunculus","Passer_montanus","Phoenicurus_phoenicurus","Coccothraustes_coccothraustes","Sylvia_curruca","Chloris_chloris","Streptopelia_decaocto","Troglodytes_troglodytes","Cuculus_canorus","Sylvia_communis","Phoenicurus_ochruros","Phylloscopus_trochilus","Alauda_arvensis","Picus_viridis","Motacilla_alba","Carduelis_carduelis","Hirundo_rustica","Sitta_europaea","Buteo_buteo","Erithacus_rubecula","Emberiza_citrinella","Parus_caeruleus","Sturnus_vulgaris","x","y"
"6371dc",0.255842506885529,-0.121295146644115,-0.535045325756073,0.393259704113007,0.282247871160507,0.464922189712524,0.3117635846138,0.280234813690186,0.241887867450714,0.301385194063187,0.0402802005410194,0.223634198307991,0.243158906698227,0.320756554603577,0.478699803352356,-0.125319063663483,-0.517598807811737,0.218176141381264,0.716582477092743,0.381243109703064,0.20306259393692,0.497381240129471,0.231428891420364,0.295579671859741,0.471279144287109,0.0324456989765167,0.0551596991717815,0.318193197250366,0.204077303409576,0.237840294837952,-0.519467771053314,0.50606781244278,0.160883620381355,0.753795802593231,0.335343658924103,0.188645198941231,0.428826659917831,0.176870867609978,0.248307749629021,0.397096067667007,0.0296636000275612,0.0661623030900955,0.357308685779572,0.101069502532482,0.00252252374775708,-0.0127710085362196,-0.0356467068195343,0.00874738674610853,0.0132308462634683,0.00994272995740175,85,6891,-67,149,108,37,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,17.6041596998269,49.6125046889085
"6455ad",0.287095308303833,-0.111895956099033,-0.455179989337921,0.419156819581985,0.284091651439667,0.607406795024872,0.594557166099548,0.460756719112396,0.307407885789871,0.61251699924469,0.0336701013147831,0.264643490314484,0.219778895378113,0.442080825567245,0.40025869011879,-0.186749905347824,-0.45683878660202,0.288778424263,0.754176497459412,0.95621395111084,0.681161224842072,1.16988122463226,0.364133298397064,0.538333654403687,0.9567631483078,0.0219522006809711,0.046340599656105,0.290935486555099,0.170901998877525,0.249600157141685,-0.431572914123535,0.52159708738327,0.102435879409313,0.810696423053741,0.650339484214783,0.323193520307541,0.557414531707764,0.265024572610855,0.392926931381226,0.574243724346161,0.0151404002681375,0.0552179999649525,0.36143970489502,0.0614678002893925,0.00451835012063384,-0.0335660725831985,-0.0915438383817673,0.0164102204144001,0.0327707640826702,0.0217712540179491,86,6812,-60,153,94,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14.8958333416798,49.5625008456406
"6459dd",0.279193311929703,-0.141530647873878,-0.4509496986866,0.463388890028,0.356130123138428,0.509905219078064,0.481893628835678,0.412213504314423,0.240506023168564,0.472231209278107,0.0441501997411251,0.278308212757111,0.250941097736359,0.343547374010086,0.54292219877243,-0.18356566131115,-0.464732885360718,0.221870854496956,0.801062405109406,0.754161477088928,0.565938472747803,1.23015236854553,0.279848664999008,0.443616449832916,0.842941582202911,0.0227023009210825,0.0380447991192341,0.377109885215759,0.159273400902748,0.253594696521759,-0.441409885883331,0.537054002285004,0.177371472120285,0.794769287109375,0.665673613548279,0.410530179738998,0.824341714382172,0.223798140883446,0.447260499000549,0.746795177459717,0.0236639995127916,0.0639723986387253,0.376974105834961,0.0771261006593704,0.00247028307057917,-0.0134679907932878,-0.0345528349280357,0.00703909667208791,0.0174324456602335,0.00877537671476603,86,6966,-57,161,88,31,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15.6458333423447,49.5125008508986
"6470db",0.333967506885529,-0.133440360426903,-0.466788291931152,0.415853977203369,0.24283929169178,0.595646619796753,0.403610736131668,0.340461015701294,0.293565154075623,0.438586562871933,0.0356548987329006,0.26857990026474,0.201143503189087,0.240338087081909,0.497985988855362,-0.213825389742851,-0.447352409362793,0.177135616540909,0.740231692790985,0.470190584659576,0.375469774007797,0.618692815303802,0.21507640182972,0.311421096324921,0.511711597442627,0.0258878003805876,0.0502718016505241,0.349716186523438,0.162005394697189,0.24424721300602,-0.470810890197754,0.451093107461929,0.203419253230095,0.728362202644348,0.485618621110916,0.424248397350311,0.736519813537598,0.175124078989029,0.320444077253342,0.551146686077118,0.0317145995795727,0.0688870027661324,0.353587001562119,0.102482698857784,0.0023466304410249,-0.0174374561756849,-0.0774457603693008,0.0102341203019023,0.0162553284317255,0.00950831454247236,89,7101,-55,168,93,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.4791594914746,49.537503366889
"6471aa",0.287090986967087,-0.0903066471219063,-0.527354300022125,0.281581431627274,0.183890298008919,0.550917625427246,0.269588083028793,0.212612688541412,0.226362198591232,0.285465002059937,0.0340563990175724,0.221622705459595,0.211925595998764,0.242279499769211,0.587915182113647,-0.0937237441539764,-0.488163411617279,0.165929436683655,0.808639526367188,0.284682422876358,0.205957069993019,0.58842933177948,0.190777361392975,0.233194664120674,0.428175270557404,0.0294198002666235,0.0395275987684727,0.361406594514847,0.17870520055294,0.198285773396492,-0.558597922325134,0.587846100330353,0.123972021043301,0.839768528938293,0.240212947130203,0.250891298055649,0.58667665719986,0.156022399663925,0.213239848613739,0.383461892604828,0.0284381005913019,0.0520021989941597,0.384776800870895,0.0805243030190468,0.0052706440910697,-0.0353860147297382,-0.100000001490116,0.0232109017670155,0.0375120118260384,0.0121679930016398,86,6941,-64,155,103,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,17.5208259148185,49.5875040300678
"6471db",0.314550787210464,-0.131901189684868,-0.431726187467575,0.590098261833191,0.428265899419785,0.509694814682007,0.431678235530853,0.336114883422852,0.245228290557861,0.422903925180435,0.0453932993113995,0.268540799617767,0.225554704666138,0.288044184446335,0.521580398082733,-0.141126424074173,-0.455061495304108,0.234174981713295,0.751815974712372,0.588508486747742,0.426002532243729,0.824841916561127,0.170026957988739,0.293337821960449,0.589990317821503,0.0288124997168779,0.0478619001805782,0.345589905977249,0.174905493855476,0.265062481164932,-0.462915599346161,0.533245086669922,0.196020886301994,0.759637415409088,0.523162126541138,0.363698214292526,0.661987721920013,0.179778233170509,0.24377815425396,0.472729027271271,0.0283112991601229,0.0654188022017479,0.3769710958004,0.090788796544075,0.0035167345777154,-0.0193236377090216,-0.0865627750754356,0.010349896736443,0.0220800433307886,0,91,7170,-53,173,92,28,42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,17.6458276643868,49.5375042325713
"6472aa",0.380928188562393,-0.179257497191429,-0.488417506217957,0.319656431674957,0.215502098202705,0.660103976726532,0.364631623029709,0.322565585374832,0.272128969430923,0.353173792362213,0.033933699131012,0.26665261387825,0.196252003312111,0.267528027296066,0.545037090778351,-0.156149089336395,-0.474676489830017,0.188380688428879,0.802712321281433,0.352659970521927,0.255799561738968,0.600373148918152,0.232013687491417,0.207435041666031,0.343699604272842,0.0256450995802879,0.036659698933363,0.337834805250168,0.163092494010925,0.251210659742355,-0.496064603328705,0.537097573280334,0.208998784422874,0.800678789615631,0.50713837146759,0.408824235200882,0.785411059856415,0.183875098824501,0.309725195169449,0.530847370624542,0.0278005003929138,0.0620247013866901,0.373149514198303,0.0849974974989891,0.00863821152597666,-0.044284176081419,-0.171926483511925,0.030886173248291,0.0558157041668892,0.0121620539575815,88,7048,-60,162,101,32,41,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,17.6874940935263,49.5875048985864
"6472ab",0.412225514650345,-0.126231819391251,-0.439428806304932,0.377890944480896,0.288641035556793,0.599551618099213,0.378863155841827,0.309868305921555,0.207733288407326,0.39210170507431,0.0432127006351948,0.331013411283493,0.21972419321537,0.32201761007309,0.584033906459808,-0.130713805556297,-0.455094993114471,0.243108332157135,0.783247113227844,0.444654077291489,0.353801339864731,0.728240728378296,0.246064186096191,0.260928183794022,0.506797015666962,0.0290437005460262,0.0454358011484146,0.361310601234436,0.170934394001961,0.230740576982498,-0.443391293287277,0.498092591762543,0.191475942730904,0.693534076213837,0.364814758300781,0.295125246047974,0.465017706155777,0.134957626461983,0.240745782852173,0.391479343175888,0.0368841998279095,0.0805535987019539,0.396574109792709,0.116253897547722,0.00284114619717002,-0.0130410129204392,-0.0628138333559036,0.0102863432839513,0.00831479299813509,0.00952380988746881,90,7110,-56,169,97,30,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,17.7291611358172,49.5875051163623
"6472cd",0.310535699129105,-0.143922001123428,-0.49628621339798,0.305682420730591,0.244383037090302,0.552696704864502,0.3558090031147,0.352658122777939,0.220041751861572,0.352789461612701,0.0395360998809338,0.250924199819565,0.215836897492409,0.208410367369652,0.537041902542114,-0.143565461039543,-0.480658113956451,0.133229807019234,0.783119797706604,0.278806269168854,0.226113244891167,0.478009551763535,0.17387256026268,0.222808301448822,0.339798182249069,0.0288175009191036,0.0415179990231991,0.337839394807816,0.168955996632576,0.163371190428734,-0.503844618797302,0.587846875190735,0.111085936427116,0.834090292453766,0.303857415914536,0.240330159664154,0.511176705360413,0.140462294220924,0.2263093739748,0.370898246765137,0.0278294999152422,0.0571001991629601,0.384767293930054,0.0771287009119987,0.00286701344884932,-0.0190044287592173,-0.0786161348223686,0.0114889219403267,0.024176774546504,0.011653552763164,90,7110,-57,167,99,31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.7291620571026,49.5125044429566
"6473cd",0.357430189847946,-0.577667415142059,-0.457031488418579,0.478552222251892,0.333239883184433,0.644579172134399,0.375703126192093,0.287675052881241,0.392533957958221,0.457866609096527,0.0300261005759239,0.245112299919128,0.166960000991821,0.315254539251328,0.580178797245026,-0.463066160678864,-0.456933408975601,0.23093070089817,0.818460702896118,0.468891978263855,0.326702803373337,0.745175540447235,0.26315900683403,0.331865757703781,0.630860209465027,0.0249163992702961,0.0365894995629787,0.349728107452393,0.15324479341507,0.348135143518448,-0.456897109746933,0.548718988895416,0.303365409374237,0.808626770973206,0.602974653244019,0.497155517339706,1.07234525680542,0.285515993833542,0.4326993227005,0.865363836288452,0.0268401000648737,0.0561788007616997,0.357430398464203,0.0673608034849167,0.00187994167208672,-0.0130182541906834,-0.0550772324204445,0.00829202402383089,0.0114141600206494,0.00598695455119014,91,7172,-55,171,99,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.8958302264143,49.5125053102521
"6476ad",0.306771814823151,-0.095855213701725,-0.521455228328705,0.37273833155632,0.131218776106834,0.677728474140167,0.530584633350372,0.370598018169403,0.384076237678528,0.403753370046616,0.0168565008789301,0.209972903132439,0.157277405261993,0.300758063793182,0.459075301885605,-0.111000716686249,-0.494100391864777,0.112276412546635,0.802636981010437,0.44620668888092,0.315657943487167,0.511230528354645,0.321296155452728,0.29503807425499,0.359749853610992,0.0168533995747566,0.0307732000946999,0.284169614315033,0.147496894001961,0.22897207736969,-0.502019107341766,0.548769414424896,0.090622253715992,0.849610328674316,0.483050942420959,0.33646485209465,0.638919770717621,0.253020226955414,0.281751543283463,0.393865913152695,0.017068799585104,0.0483364015817642,0.350521385669708,0.0693340003490448,0.0102253668010235,-0.064663790166378,-0.191262111067772,0.055987287312746,0.107376448810101,0.0314466059207916,89,7247,-70,161,121,38,40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,18.3958341251856,49.5625083480047
"6553bd",0.326163500547409,-0.231831505894661,-0.465017914772034,0.401582062244415,0.292018473148346,0.55282461643219,0.441357970237732,0.328971534967422,0.26493313908577,0.419166088104248,0.0356211997568607,0.282099097967148,0.22168830037117,0.348756074905396,0.486461192369461,-0.353166729211807,-0.465154498815536,0.260115206241608,0.730738878250122,0.653064131736755,0.419288456439972,0.755128562450409,0.27555975317955,0.377058357000351,0.63474702835083,0.0244244001805782,0.0518467985093594,0.34553849697113,0.177636697888374,0.270360887050629,-0.464839488267899,0.482477307319641,0.189598754048347,0.744187891483307,0.586183965206146,0.353623360395432,0.588100731372833,0.23354397714138,0.339558303356171,0.487288862466812,0.0224305000156164,0.0615589991211891,0.345662087202072,0.0877498015761375,0.00174336426425725,-0.0134462676942348,-0.0537850707769394,0.00496872561052442,0.014845390804112,0.0124053815379739,90,6945,-52,165,89,33,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14.6458333366907,49.4625008522811
"6554ad",0.345618814229965,-0.293146967887878,-0.456954389810562,0.407354861497879,0.257401913404465,0.63643741607666,0.468131124973297,0.360466837882996,0.327557057142258,0.499237507581711,0.0319936014711857,0.284122109413147,0.204080000519753,0.331085532903671,0.474629312753677,-0.371165841817856,-0.441415905952454,0.20547354221344,0.753986597061157,0.575180351734161,0.517802059650421,0.766231656074524,0.346919596195221,0.389404207468033,0.59504759311676,0.0217190999537706,0.0473981983959675,0.357637912034988,0.15726999938488,0.269608318805695,-0.464816689491272,0.47831529378891,0.150424063205719,0.785412907600403,0.42053759098053,0.270986437797546,0.467085182666779,0.277312010526657,0.355151116847992,0.441314280033112,0.0207550991326571,0.0561589002609253,0.329968392848969,0.0752601996064186,0.00177361082751304,-0.00956986751407385,-0.0339104905724525,0.00450528878718615,0.0124284122139215,0.0105518605560064,90,6946,-52,166,89,32,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,14.7291666685276,49.462500851514
"6554bb",0.36919179558754,-0.114997908473015,-0.482545286417007,0.343875616788864,0.238165855407715,0.619091689586639,0.44378450512886,0.377957701683044,0.254037439823151,0.44344037771225,0.0327133983373642,0.288103610277176,0.207901298999786,0.309608995914459,0.505622923374176,-0.248784989118576,-0.474562793970108,0.230327561497688,0.771502077579498,0.742431879043579,0.624808013439178,1.00925123691559,0.259005486965179,0.373013854026794,0.687814116477966,0.0219506993889809,0.0458751991391182,0.350647002458572,0.170871406793594,0.177445635199547,-0.459084302186966,0.533329904079437,0.105846330523491,0.795004427433014,0.442523956298828,0.26340389251709,0.477472633123398,0.170353516936302,0.326214164495468,0.448814868927002,0.0209957007318735,0.0571662001311779,0.364235490560532,0.0732273012399673,0.00537336617708206,-0.0407482087612152,-0.12703001499176,0.0198932886123657,0.0423137992620468,0.0261044669896364,87,6859,-57,157,93,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,14.8125000075424,49.4875008487611
"6554db",0.29872539639473,-0.129487067461014,-0.466676712036133,0.412777006626129,0.271042138338089,0.638633191585541,0.637806594371796,0.55609929561615,0.34848889708519,0.659769177436829,0.0317786000669003,0.241341397166252,0.196254596114159,0.360980987548828,0.411982893943787,-0.194171026349068,-0.447472006082535,0.263733923435211,0.753727078437805,0.984889090061188,0.742579877376556,1.34556090831757,0.31014558672905,0.566885709762573,0.967443466186523,0.0229237992316484,0.0434129014611244,0.306594401597977,0.163034796714783,0.240889772772789,-0.463011890649796,0.439459890127182,0.139515265822411,0.775452792644501,0.516166925430298,0.380204707384109,0.689703583717346,0.234148606657982,0.366909742355347,0.538384854793549,0.0219583995640278,0.0561366006731987,0.32330921292305,0.0800471976399422,0.00264632306061685,-0.0182490982115269,-0.0737308412790298,0.00922935828566551,0.0203175935894251,0.0118805598467588,89,6898,-56,160,92,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14.8125000064782,49.4375008528886
"6555ab",0.330376714468002,-0.131032973527908,-0.490199506282806,0.357168316841125,0.271058052778244,0.560519397258759,0.407681912183762,0.344816267490387,0.235066309571266,0.412825703620911,0.0385764017701149,0.295869708061218,0.247153297066689,0.319273620843887,0.513540089130402,-0.255387544631958,-0.480649888515472,0.229501456022263,0.769785106182098,0.679654836654663,0.551986575126648,0.936148703098297,0.243755698204041,0.361609816551208,0.670577347278595,0.0229208990931511,0.0473397001624107,0.376899510622025,0.180701404809952,0.186155572533607,-0.459010392427444,0.533143281936646,0.128554508090019,0.775397181510925,0.532894492149353,0.304731518030167,0.562482237815857,0.163323074579239,0.327349305152893,0.509252846240997,0.0219976007938385,0.063966803252697,0.380892306566238,0.0850116014480591,0.00291749718599021,-0.0159058142453432,-0.0446877628564835,0.00857991259545088,0.0165800470858812,0.0172629002481699,86,6836,-59,154,94,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.8958333358629,49.4875008495585
"6559bb",0.302566885948181,-0.172661975026131,-0.456901401281357,0.460775524377823,0.312182933092117,0.527430176734924,0.451615422964096,0.387328028678894,0.271549344062805,0.471213936805725,0.0397698991000652,0.280369311571121,0.219705402851105,0.400040686130524,0.446983307600021,-0.217163652181625,-0.465037286281586,0.271096110343933,0.738081395626068,0.686838209629059,0.551104009151459,1.03804731369019,0.288932770490646,0.422566056251526,0.841517746448517,0.0268398001790047,0.047808900475502,0.33000859618187,0.177795395255089,0.247351557016373,-0.449275702238083,0.521494090557098,0.153005585074425,0.785050392150879,0.536843061447144,0.319679170846939,0.553528010845184,0.239621490240097,0.35138726234436,0.56094366312027,0.0229228995740414,0.0596178993582726,0.361538112163544,0.0739526972174644,0.00328251160681248,-0.0115399351343513,-0.0246302615851164,0.00459952745586634,0.0117789804935455,0,87,6955,-57,161,88,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,15.6458333442531,49.4875008511946
