Číslo;Druh/počet záznamů;Nálezů;Zastoupení (%);
30148;Lescuraea saxicola - řásnatka skalní;1;0;
30149;Palpita unionalis - Nezařazený druh;1;0;
30150;Ornithogalum divergens - snědek rozkladitý;1;0;
30151;Staurothele areolata;1;0;
30152;Sporodictyon terrestre;1;0;
30153;Pohlia andrewsii;1;0;
30154;Cinclidotus riparius - sítozubka pobřežní;1;0;
30155;Dichelyma falcatum - dvojkrytka srpovitá;1;0;
30156;Strigula glabra;1;0;
30157;Rinodina rinodinoides;1;0;
30158;Phlebia queletii;1;0;
30159;Episyron sp.;1;0;
30160;Rumex obtusifolius var. subalpinus - šťovík tupolistý horský;1;0;
30161;Pohlia elongata var. greenii;1;0;
30162;Synura spinosa;1;0;
30163;Tribonema affine;1;0;
30164;Fistulifera saprophila;1;0;
30165;Bombylius venosus;1;0;
30166;Colon dentipes;1;0;
30167;Atremaea lonchoptera;1;0;
30168;Bacidia sp.;1;0;
30169;Canthocamptus staphylinus - plazivka vodní;1;0;
30170;Weigela sp.;1;0;
30171;Tomentellopsis zygodesmoides - vatovečka hnědavá;1;0;
30172;Ernobius pruinosus - Nezařazený druh;1;0;
30173;Neodiprion sertifer;1;0;
30174;Lonicera maackii;1;0;
30175;Chrysodeixis eriosoma - Nezařazený druh;1;0;
30176;Lactarius azonites f. virgineus;1;0;
30177;Scolymus maculatus - Nezařazený druh;1;0;
30178;Phyllocnistis xenia;1;0;
30179;Trissemus antennatus serricornis;1;0;
30180;Trogoxylon impressum;1;0;
30181;Oligomerus ptilinoides;1;0;
30182;Pholiotina parvula;1;0;
30183;Cystoderma jasonis var. saarenoksae;1;0;
30184;Cortinarius variiformis;1;0;
30185;Lactarius olivinus;1;0;
30186;Xenasmatella ardosiaca;1;0;
30187;Limonius parvulus - Nezařazený druh;1;0;
30188;Epuraea bipunctata - Nezařazený druh;1;0;
30189;Halyzia dvacetdvapunctata - Nezařazený druh;1;0;
30190;Tulasnella deliquescens;1;0;
30191;Lina aenea - Nezařazený druh;1;0;
30192;Achnanthidium affinis - Nezařazený druh;1;0;
30193;Oedogonium - Nezařazený druh;1;0;
30194;Closterium praelongum var. brebissonii - Nezařazený druh;1;0;
30195;Ceratosebacina calospora;1;0;
30196;Pinnularia macilenta;1;0;
30197;Psammothidium subatomoides - Nezařazený druh;1;0;
30198;Haltica oleracea - Nezařazený druh;1;0;
30199;Audouinella chalybea;1;0;
30200;Anabaena lapponica;1;0;
30201;Adlafia minuscula v.minuscula - Nezařazený druh;1;0;
30202;Mycena longiseta - helmovka dlouhoštětinatá;1;0;
30203;Anchusa azurea - pilát modrý;1;0;
30204;Haematococcus pluvialis;1;0;
30205;Neoaliturus guttulatus - křísek obručový;1;0;
30206;Ptycholomoides aeriferanus - Nezařazený druh;1;0;
30207;Galium parisiense - svízel pařížský;1;0;
30208;Austroagallia sinuata - tečkovka jižní;1;0;
30209;Gaillardia pulchella - kokarda sličná;1;0;
30210;Crucigeniella rectangularis;1;0;
30211;Cortinarius fulvaureus;1;0;
30212;Archips xylosteanus - Nezařazený druh;1;0;
30213;Hemimycena delectabilis var. bispora - helmovka delikátní dvouvýtrusá;1;0;
30214;Fissidens rufulus - krondlovka ryšavá;1;0;
30215;Ctenicera heyeri;1;0;
30216;Tachina praeceps;1;0;
30217;Stenus sp.;1;0;
30218;Cortinarius crystallinus;1;0;
30219;Poecilimon intermedius - kobylka samobřezí;1;0;
30220;Xya pfaendleri - pacvrček Pfaendlerův;1;0;
30221;Harpalus binotatus - Nezařazený druh;1;0;
30222;Sarea resinea - Nezařazený druh;1;0;
30223;Aceria eriophyes - Nezařazený druh;1;0;
30224;Boarmia extersaria - Nezařazený druh;1;0;
30225;Taeniolella plantaginis - Nezařazený druh;1;0;
30226;Aplocnemus tarsalis;1;0;
30227;Boletina abdita;1;0;
30228;Winnertzia globifera;1;0;
30229;Sphaerosoma pilosum;1;0;
30230;Rheocricotopus chalybeatus;1;0;
30231;Corynoneura coronata;1;0;
30232;Zavrelimyia melanura;1;0;
30233;Lebertia inaequalis;1;0;
30234;Orfelia bicolor;1;0;
30235;Limnophyes asquamatus;1;0;
30236;Lomechusa pubicollis;1;0;
30237;Ononis spinosa subsp. austriaca - jehlice zapáchající;1;0;
30238;Amylostereum laevigatum - pevníkovec hladký;1;0;
30239;Panellus ringens - pařezník tuhý;1;0;
30240;Lasioglossum mesosclerum;1;0;
30241;Salix × siegertii;1;0;
30242;Allium zebdanense - česnek libanonský;1;0;
30243;Cremnocephalus alpestris;1;0;
30244;Anteon gaullei;1;0;
30245;Chamaesiphon polymorphus;1;0;
30246;Paraleptophlebia cincta;1;0;
30247;Cephaloscypha mairei - číšovec Maireův;1;0;
30248;Temnoscheila caerulea;1;0;
30249;Lepiota hymenoderma;1;0;
30250;Typhula anceps;1;0;
30251;Hypocrea lixii;1;0;
30252;Entoloma poliopus var. discolor;1;0;
30253;Perichaena minor;1;0;
30254;Cortinarius leucophanes;1;0;
30255;Lepadella triba;1;0;
30256;Lyonetia pulverulentella;1;0;
30257;Cortinarius luhmannii;1;0;
30258;Hyalinia rubella;1;0;
30259;Ceriporia herinkii - pórnatka Herinkova;1;0;
30260;Bidessus minutissimus;1;0;
30261;Cortinarius fusisporus;1;0;
30262;Ipomea lacunosa - povíjnice jamkatá;1;0;
30263;Pocota personata;1;0;
30264;Asthenolabus daemon;1;0;
30265;Physalis angulata - mochyně drobnoplodá;1;0;
30266;Podagrion pachymerum;1;0;
30267;Cidaria montanata - Nezařazený druh;1;0;
30268;Entoloma pseudoexcentricum - závojenka nepravidelná;1;0;
30269;Paralimosina kaszabi;1;0;
30270;Bezzia annulipes;1;0;
30271;Myxexoristops abietis;1;0;
30272;Xyphosia laticauda;1;0;
30273;Parasola hercules;1;0;
30274;Pholiotina velata - čepičatka závojová;1;0;
30275;Monardis plana;1;0;
30276;Epilobium hirsutum × E. tetragonum;1;0;
30277;Tortitaenia bahusiensis;1;0;
30278;Epinotia mercuriana - Nezařazený druh;1;0;
30279;Geranium thunbergii;1;0;
30280;Endotricha kuznetzovi;1;0;
30281;Hepiopelmus variegatorius;1;0;
30282;Emberiza cirlus - strnad cvrčivý;1;0;
30283;Pinnularia subcapitata var. hilseana;1;0;
30284;Phanerochaete cremeoochracea;1;0;
30285;Dicentra eximia - srdcovka drobnokvětá;1;0;
30286;Ammoplanus kaszabi - ploštík Kaszabův;1;0;
30287;Chydorus ovalis;1;0;
30288;Tachysphex jokischianus;1;0;
30289;Psenulus meridionalis;1;0;
30290;Leymus sp.;1;0;
30291;Plationus polyacanthus;1;0;
30292;Parhypochthonius aphidinus - Nezařazený druh;1;0;
30293;Cladonia gracilis agg.;1;0;
30294;Hydrodictyon reticulatum;1;0;
30295;Lecane arcula;1;0;
30296;Nardia sp.;1;0;
30297;Myosoton sp.;1;0;
30298;Polyblastia fuscoargillacea;1;0;
30299;Pterocallis alni;1;0;
30300;Pelidnoptera leptiformis;1;0;
30301;Krenopelopia sp.;1;0;
30302;Herzogiella sp.;1;0;
30303;Torymus chloromerus;1;0;
30304;Baris scolopacea;1;0;
30305;Taraxacum ekmanii - pampeliška salátová;1;0;
30306;Taraxacum pectinatiforme - pampeliška hřebenitá;1;0;
30307;Atrichops crassipes;1;0;
30308;Flammulaster wieslandri;1;0;
30309;Tremella phaeophysciae;1;0;
30310;Dolichospermum mendotae;1;0;
30311;Betula × aurata;1;0;
30312;Peziza retrocurvata - Nezařazený druh;1;0;
30313;Gyrophaena transversalis;1;0;
30314;Gyalecta subclausa;1;0;
30315;Gymnopus pubipes var. pallidopileatus - penízovka pýřitá světlohlavá;1;0;
30316;Clavulinopsis hisingeri - kuřinec útlý;1;0;
30317;Bagliettoa sp.;1;0;
30318;Entoloma ritae;1;0;
30319;Phytomyza hirsuta;1;0;
30320;Melogona gallica - hrbulka francouzská;1;0;
30321;Calitys scabra;1;0;
30322;Acer cappadocicum - javor kapadocký;1;0;
30323;Sussaba pulchella;1;0;
30324;Bathythrix thomsoni;1;0;
30325;Theroscopus pedestris;1;0;
30326;Enizemum nigricorne;1;0;
30327;Lissonota carbonaria;1;0;
30328;Lissonota variabilis;1;0;
30329;Tromatobia ornata;1;0;
30330;Ammotragus lervia - paovce hřivnatá;1;0;
30331;Vulgichneumon suavis;1;0;
30332;Haplogona oculodistincta - lesňanka mléčná;1;0;
30333;Dolichomitus diversicostae;1;0;
30334;Humulus sp.;1;0;
30335;Calamotropha aureliellus;1;0;
30336;Epermenia scurella - Nezařazený druh;1;0;
30337;Acroperus angustatus - kýlovec úzký;1;0;
30338;Dermea padi;1;0;
30339;Anaspis arctica;1;0;
30340;Baris laticollis;1;0;
30341;Ceutorhynchus varius;1;0;
30342;Aulacoseira alpigena;1;0;
30343;Micromus paganus;1;0;
30344;Phytomyza varipes;1;0;
30345;Cerodontha affinis;1;0;
30346;Tephritis neesii;1;0;
30347;Pteris multifida;1;0;
30348;Diaphanosoma mongolianum - Nezařazený druh;1;0;
30349;Stephanopachys substriatus - zrněnec řádkový;1;0;
30350;Ophiomyia heracleivora;1;0;
30351;Adonis sp.;1;0;
30352;Lasioglossum pseudocaspicum;1;0;
30353;Semidalis pseudouncinata;1;0;
30354;Cerodontha rohdendorfi;1;0;
30355;Inocybe tigrina - vláknice tygrovaná;1;0;
30356;Cortinarius miraculosus;1;0;
30357;Lepista glaucocana;1;0;
30358;Lasioglossum smeathmanellum;1;0;
30359;Campiglossa producta;1;0;
30360;Cyclophora puppillaria;1;0;
30361;Lecanora plicata;1;0;
30362;Mordellistena stoeckleini;1;0;
30363;Phytodietus arcuatorius;1;0;
30364;Palmodictyon viride;1;0;
30365;Verrucaria submersella;1;0;
30366;Curculio vicetinus;1;0;
30367;Entoloma fernandae - závojenka Fernandina;1;0;
30368;Liriomyza hieracivora;1;0;
30369;Lonchaea limatula;1;0;
30370;Chalarus perplexus;1;0;
30371;Discocerina obscurella;1;0;
30372;Physocephala vittata;1;0;
30373;Doros destillatorius;1;0;
30374;Ischiolepta scabricula;1;0;
30375;Dolichopus agilis;1;0;
30376;Chyliza leptogaster;1;0;
30377;Liriomyza soror;1;0;
30378;Oswaldia spectabilis;1;0;
30379;Brachypeza armata;1;0;
30380;Erycia fatua;1;0;
30381;Pegoplata nigroscutellata;1;0;
30382;Phaonia wahlbergi;1;0;
30383;Leopoldius brevirostris;1;0;
30384;Psilopa compta;1;0;
30385;Liriomyza demeijerei;1;0;
30386;Tipula irrorata;1;0;
30387;Ceroxys munda;1;0;
30388;Leucostoma turonicum;1;0;
30389;Agromyza bicophaga;1;0;
30390;Philosepedon nickerli;1;0;
30391;Allodiopsis moravica;1;0;
30392;Scatophila unicornis;1;0;
30393;Stilobezzia flavirostris;1;0;
30394;Empis dimidiata;1;0;
30395;Agromyza phragmitidis;1;0;
30396;Melanagromyza albocilia;1;0;
30397;Erioptera fossarum;1;0;
30398;Chrysopilus luteolus;1;0;
30399;Claraeola melanostola;1;0;
30400;Molophilus niger;1;0;
30401;Platypalpus maculimanus;1;0;
30402;Meoneura exigua;1;0;
30403;Subhylemyia longula;1;0;
30404;Mycetophila vivida;1;0;
30405;Empis bicuspidata;1;0;
30406;Dicraeus scibilis;1;0;
30407;Phytomyza veronicicola;1;0;
30408;Cheilotrichia imbuta;1;0;
30409;Liriomyza hieracii;1;0;
30410;Masicera pavoniae;1;0;
30411;Sympycnus desoutteri;1;0;
30412;Erioptera sordida;1;0;
30413;Vibrissina debilitata;1;0;
30414;Trachyopella straminea;1;0;
30415;Tipula alpina;1;0;
30416;Erioptera divisa;1;0;
30417;Chirosia griseifrons;1;0;
30418;Atrichopogon infuscus;1;0;
30419;Mycetophila uninotata;1;0;
30420;Palloptera flava;1;0;
30421;Hybomitra lurida;1;0;
30422;Hyperaspis pseudopustulata;1;0;
30423;Aphis balloticola;1;0;
30424;Clethrobius comes;1;0;
30425;Uroleucon cirsii;1;0;
30426;Protaphis carlinae;1;0;
30427;Acyrthosiphon chelidonii;1;0;
30428;Trioxys macroceratus;1;0;
30429;Mycena corynephora - helmovka vločkatá;1;0;
30430;Weddellomyces xanthoparmeliae;1;0;
30431;Acericecis campestre;1;0;
30432;Pelargonium sp.;1;0;
30433;Quercus × pseudopubescens;1;0;
30434;Pholiota higlandensis - Nezařazený druh;1;0;
30435;Eurygaster testudinaria testudinaria;1;0;
30436;Isomira sp.;1;0;
30437;Viola × ritschliana;1;0;
30438;Leptonia lamprosus - Nezařazený druh;1;0;
30439;Rubus phoenicolasius - ostružiník japonský;1;0;
30440;Mollisia coerulans;1;0;
30441;Agonopteryx culcitella - Nezařazený druh;1;0;
30442;Pseudotomentella tristis - vatovka smutná;1;0;
30443;Sparasion cephalotes - Nezařazený druh;1;0;
30444;Stylodrilus parvus;1;0;
30445;Elampus panzeri;1;0;
30446;Heteronychia rohdendorfi;1;0;
30447;Panaeolina foeniseci - Nezařazený druh;1;0;
30448;× Pseudorhiza nieschalkii;1;0;
30449;Chaoborinus sp. - Nezařazený druh;1;0;
30450;Aradus crenaticollis - podkornice spáleništní;1;0;
30451;Cryptops hortensis;1;0;
30452;Molophilus sp.;1;0;
30453;Oxyoppia europea;1;0;
30454;Limnophila submarmorata - Nezařazený druh;1;0;
30455;Platymetopius undatus - křísek vlnkovaný;1;0;
30456;Platybunus pinetorum - sekáč borový;1;0;
30457;Terellia ruficauda;1;0;
30458;Atheta allocera;1;0;
30459;Coccophagus semicircularis;1;0;
30460;Scraptia dubia;1;0;
30461;Myrrhoides nodosa - čechřina uzlinatá;1;0;
30462;Tolypella sp.;1;0;
30463;Oenothera acutifolia - pupalka ostrolistá;1;0;
30464;Bromus madritensis;1;0;
30465;Rumex longifolius subsp. longifolius - šťovík dlouholistý pravý;1;0;
30466;Muellerella triseptata;1;0;
30467;Lepiota cristatoides;1;0;
30468;Ulex europaeus - hlodáš evropský;1;0;
30469;Hieracium melanocephalum - jestřábník černohlavý;1;0;
30470;Juncus × pratensis;1;0;
30471;Achnanthes coarctata;1;0;
30472;Laena viennensis;1;0;
30473;Pertusaria leucosora;1;0;
30474;Navicula pseudotuscula;1;0;
30475;Baris morio;1;0;
30476;Aleochara stichai;1;0;
30477;Coprinopsis semitalis;1;0;
30478;Vouauxiella lichenicola;1;0;
30479;Monochroa simplicella;1;0;
30480;Cortinarius sebaceus - pavučinec mastkový;1;0;
30481;Lecidella patavina;1;0;
30482;Taramormia tatrica;1;0;
30483;Alnicola dubis;1;0;
30484;Discoelius dufourii;1;0;
30485;Merismodes fasciculata - číšovec svazčitý;1;0;
30486;Aphodius satellitius;1;0;
30487;Lesteva sp.;1;0;
30488;Hapalaraea sp.;1;0;
30489;Oscinimorpha arcuata;1;0;
30490;Hydrotaea similis;1;0;
30491;Zophomyia temula;1;0;
30492;Molophilus corniger;1;0;
30493;Limnophora scrupulosa;1;0;
30494;Agathomyia elegantula;1;0;
30495;Graphomya minor;1;0;
30496;Cacopsylla albipes - mera břeková;1;0;
30497;Apiloscatopse mattheyi;1;0;
30498;Ceraphron sp.;1;0;
30499;Phytophthora alni - Nezařazený druh;1;0;
30500;Arctosa sp.;1;0;
30501;Medetera sp.;1;0;
30502;Psilocybe arcana - Nezařazený druh;1;0;
30503;Macrosteles horvathi - křísek močidlový;1;0;
30504;Dorytomus salicinus;1;0;
30505;Colutea sp.;1;0;
30506;Agyneta sp.;1;0;
30507;Lonicera henryi - Nezařazený druh;1;0;
30508;Dorcatoma setosella;1;0;
30509;Hieracium spurium - chlupáček dutoosý;1;0;
30510;Clitocybe cerrusata - Nezařazený druh;1;0;
30511;Trichia plebeia;1;0;
30512;Chelidurella sp.;1;0;
30513;Atheta parapicipennis - Nezařazený druh;1;0;
30514;Lathyromyza schlechtendali;1;0;
30515;Cerenna unicolor - Nezařazený druh;1;0;
30516;Vitis labrusca - réva americká;1;0;
30517;Graphoderus sp.;1;0;
30518;Euplectus infirmus;1;0;
30519;Aphria sp.;1;0;
30520;Enoplognatha mordax - snovačka přímořská;1;0;
30521;Erigone jaegeri - pavučenka Jägerova;1;0;
30522;Trifolium fragiferum var. bonannii - jetel jahodnatý opomíjený;1;0;
30523;Scapania carinthiaca var. massalongoi - kýlnatka Massalongova;1;0;
30524;Pseudechiniscus novaezeelandiae;1;0;
30525;Diphascon oculatum;1;0;
30526;Acrotrichis cognata;1;0;
30527;Metablastothrix truncatipennis;1;0;
30528;Macrobiotus hibernicus;1;0;
30529;Xiphydriophagus meyerinckii;1;0;
30530;Lasiacantha hermani;1;0;
30531;Streptopelia sp.;1;0;
30532;Phacus pekinensis;1;0;
30533;Phacus unguis;1;0;
30534;Euglena oblonga;1;0;
30535;Ocyusa picina - Nezařazený druh;1;0;
30536;Euglena obtusa;1;0;
30537;Monomorphina lepocincloides;1;0;
30538;Trachelomonas lismorensis;1;0;
30539;Alnus × silesiaca;1;0;
30540;Rhamphomyia amoena;1;0;
30541;Leccinum populinum - křemenáč rezavějící;1;0;
30542;Agonopterix doronicella;1;0;
30543;Heterochthonius gibbus - okatík naježený;1;0;
30544;Liodes teleproctus - Nezařazený druh;1;0;
30545;Pilogalumna boevi - pakřídlanka neznámá;1;0;
30546;Dolerus gibbosus;1;0;
30547;Cladotaenia globifera;1;0;
30548;Myllaena gracilis;1;0;
30549;Harpalus fuscipalpis;1;0;
30550;Oedalea austroholmgreni;1;0;
30551;Elachista triatomea;1;0;
30552;Homoeosoma inustella;1;0;
30553;Mycenella rubropunctata;1;0;
30554;Eueremaeus steppicola - lesoníček stepní;1;0;
30555;Haplozetes tenuifusus - úhledník jižní;1;0;
30556;Abrachyglossum capitatum;1;0;
30557;Crataegus × macrocarpa × C. monogyna;1;0;
30558;Crataegus × kyrtostyla;1;0;
30559;Dianthus × helwigii;1;0;
30560;Didymella proximella;1;0;
30561;Larentia citrata - Nezařazený druh;1;0;
30562;Cercidyphyllum japonicum - Nezařazený druh;1;0;
30563;Rhyacia augur - Nezařazený druh;1;0;
30564;Characas graminis - Nezařazený druh;1;0;
30565;Campanula trachyphylla - Nezařazený druh;1;0;
30566;Viola hirta x viola odorata - Nezařazený druh;1;0;
30567;Anisotaenia hybridana - Nezařazený druh;1;0;
30568;Entoloma platyphylloides;1;0;
30569;Scopula aversata f. spoliata - Nezařazený druh;1;0;
30570;Phaneta conterminana - Nezařazený druh;1;0;
30571;Puccinia galii-cruciatae - Nezařazený druh;1;0;
30572;Knautia × sambucifolia;1;0;
30573;Galega sp.;1;0;
30574;Plicaria leiocarpa;1;0;
30575;Nematinus steini;1;0;
30576;Chrysogaster sp.;1;0;
30577;Apethymus apicalis;1;0;
30578;Dyschirius affinis - Nezařazený druh;1;0;
30579;Aphaniyomenon flos-aquae - Nezařazený druh;1;0;
30580;Ranunculus sardous subsp. sardous - pryskyřník sardinský pravý;1;0;
30581;Schroederia spiralis;1;0;
30582;Dichotychius sodalis - Nezařazený druh;1;0;
30583;Ferdinandea ruficornis;1;0;
30584;Taphrina betulina Rostr. - Nezařazený druh;1;0;
30585;Physarium nutans - Nezařazený druh;1;0;
30586;Pholiotina sulcata;1;0;
30587;Cortinarius milvinus;1;0;
30588;Amphidorylaimus infecundus - Nezařazený druh;1;0;
30589;Entoloma parkensis - závojenka parková;1;0;
30590;Mycena sylvae-nigrae - Nezařazený druh;1;0;
30591;Cymbella ventricosa - Nezařazený druh;1;0;
30592;Nolanea infula - Nezařazený druh;1;0;
30593;Aphelenchoides legenoferrus - Nezařazený druh;1;0;
30594;Ditylenchus acutus - Nezařazený druh;1;0;
30595;Plagiopyxis declivis - Nezařazený druh;1;0;
30596;Tylocephalus auriculatus - Nezařazený druh;1;0;
30597;Tylencholaimellus mirabilis - Nezařazený druh;1;0;
30598;Dorylaimellus montenegricus - Nezařazený druh;1;0;
30599;Bulinullaria indica - Nezařazený druh;1;0;
30600;Centropyxis cordiformis - Nezařazený druh;1;0;
30601;Nebela parvula - Nezařazený druh;1;0;
30602;Phryganella acropodia - Nezařazený druh;1;0;
30603;Teratocephalus costatus - Nezařazený druh;1;0;
30604;Teratocephalus stratumus - Nezařazený druh;1;0;
30605;Cyclopyxis kahli - Nezařazený druh;1;0;
30606;Valkanovia elegans - Nezařazený druh;1;0;
30607;Aphodius pubescens;1;0;
30608;Dryocoetes sp.;1;0;
30609;Xyleborus sp.;1;0;
30610;Priocnemis enslini;1;0;
30611;Plagionotus sp.;1;0;
30612;Dolerus anthracinus;1;0;
30613;Dasineura traili;1;0;
30614;Hycleus tenerus;1;0;
30615;Platycheirus ambiguus;1;0;
30616;Phytocoris confusus;1;0;
30617;Sycorax tonnoiri;1;0;
30618;Tachius femoralis - Nezařazený druh;1;0;
30619;Microprosopa filiformis - Nezařazený druh;1;0;
30620;Zygota lanceolata - Nezařazený druh;1;0;
30621;Atheta myrmecobia;1;0;
30622;Pantolyta sp.;1;0;
30623;Trioza remota;1;0;
30624;Tolostoma squamosum - Nezařazený druh;1;0;
30625;Rhithrogena loyolaea;1;0;
30626;Carex gracilis curtis subsp. gracilis - Nezařazený druh;1;0;
30627;Montia minor - Nezařazený druh;1;0;
30628;Basidioradullum raduta - Nezařazený druh;1;0;
30629;Acentropus niveatus - Nezařazený druh;1;0;
30630;Arthonia pragensis;1;0;
30631;Lecanora umbrina;1;0;
30632;Nemoura monticola;1;0;
30633;Phragmidium subcorticinum - Nezařazený druh;1;0;
30634;Orbilia sarraziniana;1;0;
30635;Hypholoma pilati - Nezařazený druh;1;0;
30636;Molophilus priapoides;1;0;
30637;Halictus brevicornis;1;0;
30638;Aethes nana - Nezařazený druh;1;0;
30639;Fomes annosum - Nezařazený druh;1;0;
30640;Coleosporium euphrasiae;1;0;
30641;Sporormia intermedia - Nezařazený druh;1;0;
30642;Aegopinella sp.;1;0;
30643;Epiblema nisella - Nezařazený druh;1;0;
30644;Argyroploce dimidiana - Nezařazený druh;1;0;
30645;Crepidotus violaceofulvus - Nezařazený druh;1;0;
30646;Tubaria hololeuca;1;0;
30647;Isotoma ruseki - Nezařazený druh;1;0;
30648;Mollisina acerina - Nezařazený druh;1;0;
30649;Erocomus badius - Nezařazený druh;1;0;
30650;Depressaria beckmanni;1;0;
30651;Halictus quadrisignatus;1;0;
30652;Dryopteris austriaca ssp. spinulosa - Nezařazený druh;1;0;
30653;Coleophora galatellae;1;0;
30654;Thanaos tages - Nezařazený druh;1;0;
30655;Gelechia muninella - Nezařazený druh;1;0;
30656;Leptosphaeria ogilviensis;1;0;
30657;Scythris laminella;1;0;
30658;Lachnella alboviolacea - Nezařazený druh;1;0;
30659;Lepista serotina - Nezařazený druh;1;0;
30660;Hypoxylon chestersii - Nezařazený druh;1;0;
30661;Sterrha nitidata - Nezařazený druh;1;0;
30662;Orneodes hubneri - Nezařazený druh;1;0;
30663;Inocybe bubaci - Nezařazený druh;1;0;
30664;Ceremia varia - Nezařazený druh;1;0;
30665;Platycleis sp.;1;0;
30666;Laria affinis - Nezařazený druh;1;0;
30667;Phoma paradoxa - Nezařazený druh;1;0;
30668;Hypholoma aelopus - Nezařazený druh;1;0;
30669;Limacium eburneum - Nezařazený druh;1;0;
30670;Ischiolepta vaporariorum;1;0;
30671;Bourletiella pistillum;1;0;
30672;Tyromyces lycoperdoides - Nezařazený druh;1;0;
30673;Nematopogon panzeriellus - Nezařazený druh;1;0;
30674;Puccinia cirsii-lanceolati - Nezařazený druh;1;0;
30675;Habioloma nana - Nezařazený druh;1;0;
30676;Melampsora capraearum - Nezařazený druh;1;0;
30677;Ero sp.;1;0;
30678;Neomysia oblongoguttata - Nezařazený druh;1;0;
